,Unnamed: 0,Unnamed: 0.1,Creation date,Business Id,Location name,Group Id,Group name,Business Code,Address,City,Platform,Deleted,Timezone,Rating,Response date,template_used,Recommended,Response date.1,template_used.1,Number of comments,Rating.1,Response date.2,Langues,Content_clean,Response_clean,Response_1_clean,Response_2_clean,scores,compound,comp_score,Topic,topic_ntm,topic,topic label
4636,7300,7300,2022-04-09 17:48:32,565c8ee33440cd4d3f4819cb,Castorama,2217.0,AUVERGNE RHONE ALPES,1427,Le Champ Du Roy,Rillieux La Pape,GOOGLE_MY_BUSINESS,No,Europe/Paris,3.0,2022-04-09 19:54:50,,,,,,,,FRENCH,jenlève 2 étoiles car venue faire découpe plexiglas vendeur dit quil découpe bois verrequestce ça coûte plus couper plexiglas partie chez concurrent tassinlademilune lont coupé plus certains prix trop haut pouvoir lira nai trouvé aucun marche pied accéder cest dommage car castorama plus proche chez prête faire plus kilomètres achats,bonjour amazone merci commentaire retours client aident améliorer quotidien concernant découpe plexi cest bien raisons sécurité pouvons couper cette matière car car plastique chaud met feu quasi systématiquement poussières bois présentes laspiration comptant compréhension cordialement jérôme directeur castorama rillieux,,,"{'neg': 0.204, 'neu': 0.765, 'pos': 0.032, 'compound': -0.8367}",-0.8367,tres negatif,1,Vendeurs,0,Magasin
4669,7350,7350,2022-04-09 14:50:39,565c8ee33440cd4d3f4819d7,Castorama,2216.0,OCCITANIE,1471,3 avenue De Toulouse,L'Union,GOOGLE_MY_BUSINESS,No,Europe/Paris,3.0,2022-04-09 8:32:07,,,,,,,,FRENCH,passé commande janvier cuisine auprès dune vendeuse sest trompée commande depuis attendons éléments manquants dont date darrivée a 3 fois repoussée geste commercial a fait chef rayon cependant cest temp lénergie perdus chantier totalement bloqué suite précédent commentaire responsable secteur sest montré réactif attendons donc voir lissue cette situation dehors cette 1ere vendeuse service client parfois léquipe quincaillerie plomberie chef rayon cuisine serviables bons conseils,bonjour javier sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez échanger chef secteur rayon cuisine plaisir accueillir prochainement hauteur attentes bonne journée léquipe castorama,,,"{'neg': 0.188, 'neu': 0.717, 'pos': 0.095, 'compound': -0.7425}",-0.7425,tres negatif,2,Vendeurs,2,livraison
4671,7354,7354,2022-04-09 14:45:10,565c8ee53440cd4d3f481a49,Castorama,2218.0,SUD,1429,Les Semboules,Antibes,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-04-11 7:10:07,1-2-3 étoiles,,,,,,,FRENCH,mécontentement service drive service inutile gagne plus temp a servir directement magasin 20 min récupérer commande surtout demande avant fixer rdv quoi ça sert parce rien prêt lors arrivée,bonjour jeremy insatisfait dernière visite magasin équipe souhaiterait discuter faire part inquiétudes remarques invite prendre contact responsables place téléphone 0492917770 via service client national dont coordonnées trouvent lien httpsbitly3t62fea léquipe castorama,,,"{'neg': 0.239, 'neu': 0.718, 'pos': 0.043, 'compound': -0.7965}",-0.7965,tres negatif,2,Vendeurs,2,livraison
4674,7362,7362,2022-04-09 13:53:32,565c8ee33440cd4d3f4819ed,Castorama,2210.0,NORD,1489,Parc de l'estuaire r.n. 15 route nationale 15,Gonfreville L'Orcher,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-04-09 14:01:34,Mauvaise expérience ,,,,,,,ENGLISH,alors première fois tombée super conseiller très bien renseignée tombée incompétent dommage,bonjour eulalie remercions davoir pris temp partager remarques sincèrement désolés lexpérience ave z établissement jaimerai pouvoir mentretenir concernant visite magasin cela pouvez contacter 0633859342 réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.466, 'neu': 0.45, 'pos': 0.084, 'compound': -0.7787}",-0.7787,tres negatif,0,Magasin,0,Magasin
4683,7376,7376,2022-04-09 12:11:03,5db06e87c22f2e03404fc596,Castorama,2215.0,NOUVELLE AQUITAINE,2537,29 avenue Des Martyrs De La Libération,Merignac,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2022-04-16 4:24:39,,,,,,,,FRENCH,dabord accès compliqué mal fléché disposition magasin très mal faite cour matériaux mal fichue sale leau partout sol article désordre comme dit proverbe cétait mieux avant là cest vraiment ca,bonjour monsieur breogan merci avoir informé problème allons prendre mesures nécessaires afin désagrément reproduise plus présentons toutes excuse gêne occasionnée cordialement laurent castorama,,,"{'neg': 0.303, 'neu': 0.634, 'pos': 0.063, 'compound': -0.6901}",-0.6901,tres negatif,1,Vendeurs,0,Magasin
4688,7383,7383,2022-04-09 11:19:20,565c8ee53440cd4d3f481a49,Castorama,2218.0,SUD,1429,Les Semboules,Antibes,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,,,,,,,,,FRENCH,magasin encore ça va ile faut passer retrait marchandise ile faut éviter car incompétence perte beaucoup temp dis bonjour personne técoute car ile raconte vie entre a éviter,,,,"{'neg': 0.254, 'neu': 0.712, 'pos': 0.034, 'compound': -0.7269}",-0.7269,tres negatif,2,Produits,0,Magasin
4708,7411,7411,2022-04-09 8:44:17,565c8ee33440cd4d3f4819d7,Castorama,2216.0,OCCITANIE,1471,3 avenue De Toulouse,L'Union,GOOGLE_MY_BUSINESS,No,Europe/Paris,3.0,2022-04-09 16:21:50,,,,,,,,FRENCH,drive 2h attente 30 min place erreur remise produit obligé dy retourner échanger galère jour là alors 1ère fois aucune attente service dès arrivée,bonjour remercions davoir posté retour afin daméliorer service bientôt merci visite xavier castorama,,,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.6476}",-0.6476,tres negatif,2,Vendeurs,2,livraison
4713,7420,7420,2022-04-09 6:47:56,61f7e1d82ddd665fe5039cc6,Casto Les Lilas ,2211.0,PARIS NORD,2753 ,15 Boulevard de la Liberté,Les Lilas,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,,,,,,,,,FRENCH,tres mauvais magasin masque ffp2 pr exemple magasin bricolage quand gérant désagréable incompétent incapable éditer facture moins 20 minute remettrai jamais pieds passez vôtre chemin si voulez perdre vôtre temp,,,,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.9151}",-0.9151,tres negatif,1,Vendeurs,1,personnel
4737,7455,7455,2022-04-08 20:14:15,565c8ee23440cd4d3f4819c5,Castorama,2213.0,OUEST,1411,2 rue Hélène Boucher,Orvault,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,,,,,,,,,FRENCH,très mauvaise expérience ponceuse achetée début mois mar défectueuse après 2 utilisation sav mindique navoir comme seule unique solution lenvoyer réparation délai 4 6 semaines pleine rénovation peux attendre délai trouve inconcevable seule solution très déçu recommande cette enseigne personne,,,,"{'neg': 0.235, 'neu': 0.639, 'pos': 0.125, 'compound': -0.6713}",-0.6713,tres negatif,2,Vendeurs,2,livraison
4744,7465,7465,2022-04-08 18:58:33,565c8ee43440cd4d3f4819ff,Castorama,2213.0,OUEST,1481,rue Marcelin Berthelot,Vannes,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-04-12 15:23:50,Amélioration,,,,,,,FRENCH,a recherche panneaux salle salle pleine hésitation regardant autour effectivement vendeur vu façon répondre client très désagréable navons envie demander conseils,bonjour caillier sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés plaisir accueillir prochainement hauteur attentes bonne journée léquipe castorama,,,"{'neg': 0.287, 'neu': 0.713, 'pos': 0.0, 'compound': -0.7397}",-0.7397,tres negatif,1,Vendeurs,1,personnel
4774,7504,7504,2022-04-08 12:53:38,565c8ee63440cd4d3f481a57,Castorama,2215.0,NOUVELLE AQUITAINE,1513,route De Bordeaux,Angouleme,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2022-04-09 8:10:40,Amélioration,,,,,,,FRENCH,final trop choix cat bcp références manquantes dommage,bonjour jean sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés plaisir accueillir prochainement hauteur attentes bonne journée léquipe castorama,,,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.6597}",-0.6597,tres negatif,1,Produits,0,Magasin
4776,7507,7507,2022-04-08 12:03:37,565c8ee43440cd4d3f481a07,Castorama,2215.0,NOUVELLE AQUITAINE,1512,Centre Lescar Soleil,Lescar,GOOGLE_MY_BUSINESS,No,Europe/Paris,5.0,2022-03-14 16:58:09,Problème technique magasin  ,,,,,,,ENGLISH,très mécontent acheté tondeuse marque shepard dès première tonte a montré signes faiblesse batterie lavons donc ramenée récupérée 1 mois plus tard après premier vidage panier cette dernière voulait démarrer retour chez castorama 24 février depuis plus nouvelle appelé aujourdhui annonce délai 4 6 semaines matériel neuf ça fait désordre attendant fait comment reviens commentaire reçu réponse journée 3 jours après problème résolu donc merci réactivité professionnalisme reviendrons,bonjour madame navré assujettis charte sav fournisseur indique délai 4 6 semaines relançons fournisseur dès soir aller plus vite cependant comme a signifié téléphone engage faire bénéficier gracieusement journée location tondeuse auprès prestataire nhésitez donc prendre contact assistantes sav ravies pouvoir aider planifier prêt a très bientôt emmanuel porcelli directeur magasin castorama,,,"{'neg': 0.115, 'neu': 0.819, 'pos': 0.065, 'compound': -0.6171}",-0.6171,tres negatif,2,Vendeurs,2,livraison
4793,7533,7533,2022-04-08 9:20:42,565c8ee53440cd4d3f481a3b,Castorama,2215.0,NOUVELLE AQUITAINE,1452,137 avenue Du 8 Mai 1945,Poitiers,GOOGLE_MY_BUSINESS,No,Europe/Paris,3.0,2022-04-27 9:49:43,,,,,,,,FRENCH,très très compliqué avoir personne téléphone commande jai effectué cela bien malheureux commande passée février livraison mar dire quil manque produit final faut attendre mois plus quand arrive avoir enfin personne téléphone dit fournisseur a repoussé donc toujours produit personne préviens note 3 histoire être assassin magasin bien personnel aussi juste personne tiens informer lavancement commande déçue,bonjour merci davoir pris temp écrire comprends déception sincèrement désolé lexpérience vécue merci contacter rapidement ladresse suivante précisant numéro commande afin puissions apporter satisfaction contactpoitierscastoramafr assuré volonté satisfaire tous client service merci confiance,,,"{'neg': 0.178, 'neu': 0.743, 'pos': 0.079, 'compound': -0.8111}",-0.8111,tres negatif,2,Magasin,2,livraison
4839,7615,7615,2022-04-07 15:08:12,565c8ee33440cd4d3f4819ed,Castorama,2210.0,NORD,1489,Parc de l'estuaire r.n. 15 route nationale 15,Gonfreville L'Orcher,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-04-07 15:37:48,Remarque Stock (1),,,,,,,ENGLISH,aujourdhui allés chercher faïence mettre wc fait choix magasin passe caisse payer bien évidemment moment retrait informant quil plus faïence donc ça fait attendu plus dune heure avant quon trouve solution a toujours ensuite a remboursé partie toujours marchandise souhaitons donc déconseille fortement magasin car nest première fois malheureusement quon fait coup affaire vraiment incompétents attendant marchandise dautres personnes venus chercher aussi faïence visiblement comme diviseur encore erreur gen repartis magasin,bonjour mickael nouin stock magasin mi jour quotidiennement arrive parfois produits vendus entre temp navré nayez pu trouver larticle souhaité lors visite sachez équipes apportent améliorations système permanence afin présenter information plus justes possible jespère constaterez vousmême lors prochains achats si souhaitez échanger directement nhésitez contacter 0633859342 a bientôt françois castorama,,,"{'neg': 0.141, 'neu': 0.782, 'pos': 0.077, 'compound': -0.6124}",-0.6124,tres negatif,2,Vendeurs,0,Magasin
4846,7623,7623,2022-04-07 14:07:27,565c8ee33440cd4d3f4819d5,Castorama,2211.0,PARIS NORD,1420,zone industrielle De Paris Nord Ii,Roissy En France,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-04-07 14:43:06,Excuses,,,,,,,FRENCH,personnel désagréable demande renseignement auprès dune personne celle ci tourne peine tête regarder laisse débrouiller changer métier monsieur,bonjour merci avoir informé problème allons prendre mesures nécessaires afin désagrément reproduise plus présentons toutes excuse gêne occasionnée cordialement david castorama,,,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.7003}",-0.7003,tres negatif,1,Vendeurs,1,personnel
4867,7659,7659,2022-04-07 8:45:26,565c8ee53440cd4d3f481a31,Castorama,2216.0,OCCITANIE,1435,42 chemin Du Capouchiné,Nîmes,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2022-04-07 11:15:38,Précisions ?,,,,,,,FRENCH,édit magasin castorama nîmes électricité appelé sexcuser erreur adresse email cest appréciable ça montre lintérêt personnel rayon client prospect si ça change rien résultat site internet castorama très tellement mal fait quil impossible sy retrouver moteur recherche donne résultats côté tout etc allé castorama nîmes demander devi matériel refaire lélectricité chantier complet peutêtre alignement concurrence début mar réponse devait être semaine mois plus tard jattends encore jai demandé information location niveau laser téléphone magasin nîmes après avoir baladé service service resté coincé attente manière générale personnel ceux jai rencontré téléphone moque totalement demandes client résumé allant déception déception nirai plus jamais,cher client remercions fidélité davoir pris temp re écrire modifier commentaire navrés retour prenons note améliorer site bonne journée sébastien castorama,,,"{'neg': 0.127, 'neu': 0.856, 'pos': 0.017, 'compound': -0.8347}",-0.8347,tres negatif,2,Vendeurs,2,livraison
4904,7721,7721,2022-04-06 21:11:33,565c8ee53440cd4d3f481a35,Castorama,2217.0,AUVERGNE RHONE ALPES,1454,rue Denis Papin,Bourgoin Jallieu,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-04-07 13:36:13,Excuses,,,,,,,FRENCH,rayon bois catastrophique deux tablette prix affiché 1620 passe caisse 2490 elles mal rangé tant rayon vide prix 3 mètres donc difficile bien voir rien faire caisse vendeur rayon fait également découpes bois oublié amabilité vraiment dommage quand a contact client,bonjour merci avoir informé problème allons prendre mesures nécessaires afin désagrément reproduise plus présentons toutes excuse gêne occasionnée cordialement emmanuelle castorama,,,"{'neg': 0.26, 'neu': 0.591, 'pos': 0.149, 'compound': -0.6807}",-0.6807,tres negatif,1,Vendeurs,0,Magasin
4919,7746,7746,2022-04-06 17:48:54,565c8ee43440cd4d3f481a11,Castorama,2210.0,NORD,1461,ZAC Du Pont Loby,Dunkerque,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-04-07 12:34:46,Amélioration,,,,,,,FRENCH,allés faire achats vendeuse a donné 2 carton vides car déménageons passant article caisse personne désagréable plus a obligés rendre politique direction paraît a fait tout tract 2 carton pire si volés marchandises pourtant client plus réguliers ny mettrons plus jamais pieds,bonjour axel sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés plaisir accueillir prochainement hauteur attentes bonne journée stéphanie castorama,,,"{'neg': 0.243, 'neu': 0.719, 'pos': 0.038, 'compound': -0.8895}",-0.8895,tres negatif,1,Vendeurs,1,personnel
4925,7753,7753,2022-04-06 17:33:23,565c8ee23440cd4d3f4819c5,Castorama,2213.0,OUEST,1411,2 rue Hélène Boucher,Orvault,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,,,,,,,,,FRENCH,magasin dégrade toujours difficile davoir conseil attente incompétence différences prix entre magasin cour matériaux cet aprèsmidi pellet 490 magasin 590 cour a fallu bataille prix quon mavait confirmé laccueil caissière mal informée palette vide 12h dattente avoir nouvelle palette alors quil plusieurs caristes 34h dattente coupe lopérateur seul soccuper plusieurs rayon coupe bois horaires montagnes ru coupe jeudi ya problème,,,,"{'neg': 0.317, 'neu': 0.597, 'pos': 0.086, 'compound': -0.9078}",-0.9078,tres negatif,1,Vendeurs,0,Magasin
4940,7776,7776,2022-04-06 15:54:18,565c8ee53440cd4d3f481a55,Castorama,2217.0,AUVERGNE RHONE ALPES,1424,route Du Paisy,Dardilly,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-04-10 10:31:49,Avis remonté,,,,,,,FRENCH,après demiheure dessai essayer joindre téléphone laccueil magasin aucune réponse cest inadmissible passant toutes option vocale nai personne service client chez castorama pire pire jai limpression,bonjour laurent sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée mariecapucine castorama,,,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.8481}",-0.8481,tres negatif,2,Vendeurs,2,livraison
4945,7782,7782,2022-04-06 15:30:49,565c8ee23440cd4d3f4819c9,Castorama,2215.0,NOUVELLE AQUITAINE,1499,avenue De Paris,Lormont,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2022-04-08 7:41:51,Attente,,,,,,,FRENCH,vraiment pénible jai passé tout plus 1h30 attendre personne répond tous avis négatifs sujet va falloir réagir,bonjour harmonie terrasson navré sentiment suite visite sachez faisons maximum rendre disponible tous ca merci davoir pris temp partager avis jespère expérience meilleure lors prochaine visite a bientôt léquipe castorama,,,"{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.7}",-0.7,tres negatif,2,Vendeurs,2,livraison
